cod,CD_x,CD_y,Distância
0,3500105,3500204,230.626
1,3500105,3500808,98.313
2,3500105,3501103,118.9
3,3500105,3501202,237.86
4,3500105,3501301,124.407
5,3500105,3501400,185.824
6,3500105,3501509,201.972
7,3500105,3501806,262.202
8,3500105,3502101,126.456
9,3500105,3502408,147.335
10,3500105,3502606,181.948
11,3500105,3502804,113.147
12,3500105,3503356,101.192
13,3500105,3503950,231.144
14,3500105,3504008,176.398
15,3500105,3504206,166.337
16,3500105,3504305,253.025
17,3500105,3504404,152.123
18,3500105,3504602,231.067
19,3500105,3504701,241.511
20,3500105,3504800,258.454
21,3500105,3505104,162.08
22,3500105,3505807,70.123
23,3500105,3506201,48.998
24,3500105,3506300,292.027
25,3500105,3506409,103.302
26,3500105,3506508,115.261
27,3500105,3507209,140.782
28,3500105,3507704,102.936
29,3500105,3507753,137.565
30,3500105,3508108,141.242
31,3500105,3508306,248.916
32,3500105,3508801,207.114
33,3500105,3508900,58.777
34,3500105,3509106,151.765
35,3500105,3509809,221.14
36,3500105,3510005,197.328
37,3500105,3510153,254.559
38,3500105,3510708,258.623
39,3500105,3511003,145.096
40,3500105,3511300,256.061
41,3500105,3511904,91.654
42,3500105,3512506,117.844
43,3500105,3512902,248.026
44,3500105,3513306,188.926
45,3500105,3513850,190.482
46,3500105,3514205,221.471
47,3500105,3514403,73.031
48,3500105,3514502,235.469
49,3500105,3514700,192.253
50,3500105,3515129,75.171
51,3500105,3515194,274.506
52,3500105,3515202,209.886
53,3500105,3515301,176.741
54,3500105,3515350,256.406
55,3500105,3515400,343.235
56,3500105,3515509,221.043
57,3500105,3515657,218.294
58,3500105,3515806,59.818
59,3500105,3515905,175.781
60,3500105,3516002,27.77
61,3500105,3516101,211.408
62,3500105,3516507,91.278
63,3500105,3516606,208.87
64,3500105,3516705,189.992
65,3500105,3516804,158.508
66,3500105,3516903,168.13
67,3500105,3517000,144.78
68,3500105,3517109,132.343
69,3500105,3517208,183.483
70,3500105,3517307,203.044
71,3500105,3517406,374.691
72,3500105,3517505,262.14
73,3500105,3517802,109.726
74,3500105,3518008,250.028
75,3500105,3518107,211.726
76,3500105,3518206,80.043
77,3500105,3518909,179.171
78,3500105,3519006,98.585
79,3500105,3519204,69.173
80,3500105,3519402,253.201
81,3500105,3519501,216.524
82,3500105,3519907,161.936
83,3500105,3520442,182.619
84,3500105,3520608,109.03
85,3500105,3520707,256.603
86,3500105,3520806,29.253
87,3500105,3520905,273.752
88,3500105,3521150,272.654
89,3500105,3521507,242.656
90,3500105,3521606,45.642
91,3500105,3523008,172.363
92,3500105,3524501,212.156
93,3500105,3524808,201.485
94,3500105,3525607,119.581
95,3500105,3525706,182.755
96,3500105,3525805,184.311
97,3500105,3526001,57.04
98,3500105,3526506,78.081
99,3500105,3527108,187.414
100,3500105,3527256,155.837
101,3500105,3527405,26.781
102,3500105,3527504,233.081
103,3500105,3527702,103.298
104,3500105,3527801,189.807
105,3500105,3527900,167.529
106,3500105,3528106,182.592
107,3500105,3528205,248.927
108,3500105,3528304,187.341
109,3500105,3528700,179.1
110,3500105,3528809,176.766
111,3500105,3528858,277.644
112,3500105,3528908,36.016
113,3500105,3529005,146.338
114,3500105,3529104,189.16
115,3500105,3529203,109.071
116,3500105,3529500,220.197
117,3500105,3529609,215.301
118,3500105,3529658,251.652
119,3500105,3530003,265.506
120,3500105,3530102,98.555
121,3500105,3530201,207.172
122,3500105,3530300,230.441
123,3500105,3530409,276.835
124,3500105,3531001,169.209
125,3500105,3531407,218.769
126,3500105,3531605,93.519
127,3500105,3531902,394.754
128,3500105,3532108,111.964
129,3500105,3532157,165.552
130,3500105,3532207,201.534
131,3500105,3532504,214.782
132,3500105,3532603,188.511
133,3500105,3532702,215.792
134,3500105,3532801,229.043
135,3500105,3532843,231.824
136,3500105,3532868,158.824
137,3500105,3533007,280.203
138,3500105,3533106,86.215
139,3500105,3533205,107.553
140,3500105,3533304,151.593
141,3500105,3533502,270.585
142,3500105,3533700,197.607
143,3500105,3533809,327.934
144,3500105,3534005,273.482
145,3500105,3534104,134.205
146,3500105,3534203,338.579
147,3500105,3534500,183.064
148,3500105,3534609,39.91
149,3500105,3534708,246.294
150,3500105,3534757,243.706
151,3500105,3534807,92.423
152,3500105,3534906,36.842
153,3500105,3535002,304.858
154,3500105,3535200,209.73
155,3500105,3535309,211.799
156,3500105,3535408,113.525
157,3500105,3535507,154.731
158,3500105,3535903,231.93
159,3500105,3536000,53.998
160,3500105,3536257,235.465
161,3500105,3536406,116.557
162,3500105,3536570,264.471
163,3500105,3536604,314.947
164,3500105,3536901,246.41
165,3500105,3537156,199.361
166,3500105,3537305,136.649
167,3500105,3537404,158.486
168,3500105,3537701,82.582
169,3500105,3538303,150.141
170,3500105,3538907,225.925
171,3500105,3539202,179.908
172,3500105,3539400,263.681
173,3500105,3539608,196.037
174,3500105,3539707,200.866
175,3500105,3539905,216.691
176,3500105,3540002,135.483
177,3500105,3540101,234.457
178,3500105,3540259,177.899
179,3500105,3540309,281.437
180,3500105,3540408,247.566
181,3500105,3540804,237.521
182,3500105,3540853,36.215
183,3500105,3541109,241
184,3500105,3541208,140.151
185,3500105,3541307,176.609
186,3500105,3541406,78.275
187,3500105,3541505,128.466
188,3500105,3541604,162.913
189,3500105,3541703,114.442
190,3500105,3541802,113.656
191,3500105,3542008,105.804
192,3500105,3542206,110.608
193,3500105,3542404,128.196
194,3500105,3542503,254.223
195,3500105,3543204,228.434
196,3500105,3543238,116.051
197,3500105,3543808,62.368
198,3500105,3544202,287.574
199,3500105,3544251,278.619
200,3500105,3544400,84.246
201,3500105,3544509,241.482
202,3500105,3544608,208.94
203,3500105,3544707,43.791
204,3500105,3544806,240.886
205,3500105,3545100,31.181
206,3500105,3545407,232.575
207,3500105,3545506,205.472
208,3500105,3545704,237.046
209,3500105,3546108,255.723
210,3500105,3546405,282.448
211,3500105,3546603,237.401
212,3500105,3547106,90.188
213,3500105,3547205,234.391
214,3500105,3547403,251.89
215,3500105,3547650,226.263
216,3500105,3547700,160.237
217,3500105,3548054,139.15
218,3500105,3548302,74.276
219,3500105,3548401,82.045
220,3500105,3549003,216.764
221,3500105,3549201,202.343
222,3500105,3549250,185.893
223,3500105,3549300,104.188
224,3500105,3549805,243.416
225,3500105,3550506,226.641
226,3500105,3551207,322.429
227,3500105,3551306,209.353
228,3500105,3552304,173.959
229,3500105,3552551,178.531
230,3500105,3552908,164.127
231,3500105,3553401,255.071
232,3500105,3553906,166.578
233,3500105,3553955,193.983
234,3500105,3554300,247.586
235,3500105,3554607,308.25
236,3500105,3554904,234.967
237,3500105,3555000,78.32
238,3500105,3555109,74.89
239,3500105,3555208,158.653
240,3500105,3555307,220.563
241,3500105,3555356,201.292
242,3500105,3555505,221.102
243,3500105,3555604,271.538
244,3500105,3555703,217.739
245,3500105,3555802,217.684
246,3500105,3555901,246.092
247,3500105,3556008,261.031
248,3500105,3556107,219.988
249,3500105,3556305,56.29
250,3500105,3556602,170.777
251,3500105,3556958,208.039
252,3500105,3557105,213.917
253,3500105,3557154,160.55
254,3500105,3557204,263.99
255,3500204,3500550,269.721
256,3500204,3500709,213.461
257,3500204,3500808,298.573
258,3500204,3500907,133.358
259,3500204,3501103,127.336
260,3500204,3501202,154.848
261,3500204,3501301,283.394
262,3500204,3501400,168.652
263,3500204,3501509,225.509
264,3500204,3501707,217.482
265,3500204,3501806,161.905
266,3500204,3502101,259.089
267,3500204,3502200,408.169
268,3500204,3502309,296.09
269,3500204,3502408,287.766
270,3500204,3502606,250.618
271,3500204,3502804,168.732
272,3500204,3503109,314.442
273,3500204,3503208,196.955
274,3500204,3503356,174.686
275,3500204,3503406,158.062
276,3500204,3503604,234.584
277,3500204,3503703,140.239
278,3500204,3503950,231.789
279,3500204,3504008,246.157
280,3500204,3504206,181.721
281,3500204,3504305,176.542
282,3500204,3504404,99.717
283,3500204,3504503,290.274
284,3500204,3504602,53.22
285,3500204,3504701,165.028
286,3500204,3504800,88.14
287,3500204,3505005,402.97
288,3500204,3505104,81.109
289,3500204,3505203,152.896
290,3500204,3505302,207.402
291,3500204,3505500,170.861
292,3500204,3505609,204.491
293,3500204,3505807,198.584
294,3500204,3506003,190.293
295,3500204,3506102,166.13
296,3500204,3506201,201.139
297,3500204,3506300,290.564
298,3500204,3506409,153.034
299,3500204,3506508,140.99
300,3500204,3506706,202.071
301,3500204,3506805,183.515
302,3500204,3506904,320.564
303,3500204,3507209,255.575
304,3500204,3507308,172.503
305,3500204,3507407,88.301
306,3500204,3507456,236.383
307,3500204,3507506,263.799
308,3500204,3507704,128.062
309,3500204,3507753,129.908
310,3500204,3507902,236.704
311,3500204,3508009,441.082
312,3500204,3508108,101.684
313,3500204,3508306,220.594
314,3500204,3508801,130.631
315,3500204,3508900,269.101
316,3500204,3509304,136.289
317,3500204,3509452,411.14
318,3500204,3509809,234.108
319,3500204,3510005,256.303
320,3500204,3510104,163.953
321,3500204,3510153,270.775
322,3500204,3510708,182.187
323,3500204,3511003,280.004
324,3500204,3511102,111.901
325,3500204,3511201,100.849
326,3500204,3511300,89.892
327,3500204,3511409,300.4
328,3500204,3511904,142.463
329,3500204,3512001,173.357
330,3500204,3512100,202.028
331,3500204,3512308,327.881
332,3500204,3512506,123.759
333,3500204,3512605,372.892
334,3500204,3512902,125.647
335,3500204,3513108,252.976
336,3500204,3513306,280.4
337,3500204,3513850,206.196
338,3500204,3514007,180.718
339,3500204,3514106,217.427
340,3500204,3514205,222.351
341,3500204,3514304,221.985
342,3500204,3514403,286.044
343,3500204,3514502,207.147
344,3500204,3514601,220.687
345,3500204,3514700,205.221
346,3500204,3514924,79.636
347,3500204,3514957,126.002
348,3500204,3515129,288.184
349,3500204,3515194,235.575
350,3500204,3515202,189.92
351,3500204,3515400,355.84
352,3500204,3515509,178.393
353,3500204,3515608,152.853
354,3500204,3515657,213.796
355,3500204,3515806,272.831
356,3500204,3515905,136.051
357,3500204,3516002,240.784
358,3500204,3516101,279.606
359,3500204,3516507,171.756
360,3500204,3516606,208.164
361,3500204,3516705,195.448
362,3500204,3516804,151.34
363,3500204,3516853,169.237
364,3500204,3516903,176.079
365,3500204,3517000,129.896
366,3500204,3517109,121.713
367,3500204,3517208,89.987
368,3500204,3517307,126.561
369,3500204,3517406,214.037
370,3500204,3517505,99.322
371,3500204,3517703,269.651
372,3500204,3517802,242.359
373,3500204,3517901,171.702
374,3500204,3518008,200.889
375,3500204,3518107,135.244
376,3500204,3518206,178.185
377,3500204,3518602,196.227
378,3500204,3518859,220.185
379,3500204,3518909,194.556
380,3500204,3519006,186.736
381,3500204,3519105,124.949
382,3500204,3519204,174.372
383,3500204,3519253,307.029
384,3500204,3519303,222.603
385,3500204,3519402,70.581
386,3500204,3519501,256.832
387,3500204,3519600,119.105
388,3500204,3519808,141.896
389,3500204,3519907,307.693
390,3500204,3520004,215.128
391,3500204,3520442,270.636
392,3500204,3520608,249.462
393,3500204,3520707,222.949
394,3500204,3520806,205.694
395,3500204,3520905,286.358
396,3500204,3521150,109.836
397,3500204,3521309,232.287
398,3500204,3521507,40.459
399,3500204,3521606,258.655
400,3500204,3521705,402.982
401,3500204,3521804,342.935
402,3500204,3521903,90.244
403,3500204,3522000,137.05
404,3500204,3522406,446.181
405,3500204,3522703,114.272
406,3500204,3522802,394.769
407,3500204,3522901,177.63
408,3500204,3523008,304.996
409,3500204,3523206,452.436
410,3500204,3523503,305.029
411,3500204,3523602,275.899
412,3500204,3524105,267.82
413,3500204,3524204,211.003
414,3500204,3524303,185.085
415,3500204,3524501,51.502
416,3500204,3524808,211.072
417,3500204,3525102,257.686
418,3500204,3525300,185.329
419,3500204,3525607,260.164
420,3500204,3525706,58.834
421,3500204,3525805,141.935
422,3500204,3526001,270.053
423,3500204,3526506,210.714
424,3500204,3526803,230.393
425,3500204,3527108,112.746
426,3500204,3527256,110.503
427,3500204,3527405,219.127
428,3500204,3527504,225.54
429,3500204,3527603,256.11
430,3500204,3527702,145.719
431,3500204,3527801,202.959
432,3500204,3527900,222.535
433,3500204,3528007,209.469
434,3500204,3528106,98.919
435,3500204,3528205,194.986
436,3500204,3528304,148.856
437,3500204,3528601,297.94
438,3500204,3528809,270.855
439,3500204,3528858,75.447
440,3500204,3528908,237.609
441,3500204,3529005,165.595
442,3500204,3529104,249.906
443,3500204,3529203,249.503
444,3500204,3529302,161.394
445,3500204,3529500,18.001
446,3500204,3529609,170.532
447,3500204,3529658,239.9
448,3500204,3529708,240.88
449,3500204,3529807,213.633
450,3500204,3530003,210.194
451,3500204,3530102,231.188
452,3500204,3530300,69.787
453,3500204,3530409,106.521
454,3500204,3531001,110.519
455,3500204,3531308,168.734
456,3500204,3531407,92.757
457,3500204,3531506,158.23
458,3500204,3531605,303.617
459,3500204,3531902,235.255
460,3500204,3532058,211.024
461,3500204,3532108,244.549
462,3500204,3532157,294.013
463,3500204,3532504,69.871
464,3500204,3532603,127.069
465,3500204,3532702,70.887
466,3500204,3532801,33.663
467,3500204,3532843,265.625
468,3500204,3532868,179.224
469,3500204,3532900,151.769
470,3500204,3533007,117.385
471,3500204,3533205,286.257
472,3500204,3533254,113.537
473,3500204,3533304,120.784
474,3500204,3533502,68.388
475,3500204,3533700,210.575
476,3500204,3533809,276.95
477,3500204,3533908,123.664
478,3500204,3534005,111.91
479,3500204,3534104,174.822
480,3500204,3534203,164.044
481,3500204,3534302,248.071
482,3500204,3534500,206.868
483,3500204,3534609,202.256
484,3500204,3534708,262.301
485,3500204,3534757,217.797
486,3500204,3534906,249.855
487,3500204,3535002,144.204
488,3500204,3535101,127.184
489,3500204,3535200,225.115
490,3500204,3535309,268.6
491,3500204,3535507,254.944
492,3500204,3535705,136.051
493,3500204,3535804,357.126
494,3500204,3535903,232.575
495,3500204,3536000,194.43
496,3500204,3536109,298.39
497,3500204,3536257,159.028
498,3500204,3536570,225.541
499,3500204,3536604,188.763
500,3500204,3536703,196.569
501,3500204,3536901,173.774
502,3500204,3537156,283.967
503,3500204,3537305,99.706
504,3500204,3537404,238.235
505,3500204,3537701,166.502
506,3500204,3538105,120.461
507,3500204,3538808,315.181
508,3500204,3538907,149.442
509,3500204,3539004,143.88
510,3500204,3539400,198.502
511,3500204,3539509,192.582
512,3500204,3539608,72.946
513,3500204,3539707,257.666
514,3500204,3539905,102.833
515,3500204,3540002,195.944
516,3500204,3540101,118.99
517,3500204,3540200,236.791
518,3500204,3540259,193.613
519,3500204,3540309,182.163
520,3500204,3540408,235.814
521,3500204,3540804,44.236
522,3500204,3540853,226.423
523,3500204,3540903,202.265
524,3500204,3541059,253.956
525,3500204,3541109,164.517
526,3500204,3541406,282.52
527,3500204,3541604,88.5
528,3500204,3541703,255.025
529,3500204,3541802,158.152
530,3500204,3542008,205.93
531,3500204,3542206,239.069
532,3500204,3542404,268.513
533,3500204,3542503,151.229
534,3500204,3542909,232.224
535,3500204,3543204,241.402
536,3500204,3543402,234.498
537,3500204,3543501,419.122
538,3500204,3543709,225.741
539,3500204,3543808,177.379
540,3500204,3544202,200.659
541,3500204,3544400,193.238
542,3500204,3544509,255.343
543,3500204,3544608,115.444
544,3500204,3544707,220.914
545,3500204,3544806,38.689
546,3500204,3544905,275.904
547,3500204,3545100,217.922
548,3500204,3545407,264.25
549,3500204,3545605,132.248
550,3500204,3545704,237.691
551,3500204,3546108,261.265
552,3500204,3546405,263.577
553,3500204,3546504,168.053
554,3500204,3546603,251.262
555,3500204,3546900,223.846
556,3500204,3547007,256.112
557,3500204,3547205,235.036
558,3500204,3547403,241.909
559,3500204,3547650,226.908
560,3500204,3548054,194.735
561,3500204,3548302,287.289
562,3500204,3548401,151.994
563,3500204,3548906,241.933
564,3500204,3549003,226.351
565,3500204,3549201,190.813
566,3500204,3549250,174.363
567,3500204,3549409,246.485
568,3500204,3549805,80.598
569,3500204,3550100,235.138
570,3500204,3550407,275.003
571,3500204,3550506,239.609
572,3500204,3551207,335.034
573,3500204,3551306,122.532
574,3500204,3551702,219.561
575,3500204,3551900,150.506
576,3500204,3552304,228.016
577,3500204,3552551,247.316
578,3500204,3552601,101.82
579,3500204,3552700,147.659
580,3500204,3552908,304.558
581,3500204,3553005,364.592
582,3500204,3553104,162.001
583,3500204,3553203,200.805
584,3500204,3553401,112.662
585,3500204,3553658,186.305
586,3500204,3553708,154.922
587,3500204,3553807,356.996
588,3500204,3553955,261.997
589,3500204,3554201,350.218
590,3500204,3554409,201.247
591,3500204,3554607,320.855
592,3500204,3554656,336.041
593,3500204,3554706,237.868
594,3500204,3554755,199.025
595,3500204,3554904,248.188
596,3500204,3555000,218.903
597,3500204,3555109,287.903
598,3500204,3555208,93.154
599,3500204,3555307,212.014
600,3500204,3555356,43.162
601,3500204,3555505,240.808
602,3500204,3555604,86.508
603,3500204,3555703,83.007
604,3500204,3555802,218.329
605,3500204,3555901,130.625
606,3500204,3556008,58.834
607,3500204,3556107,157.895
608,3500204,3556305,205.567
609,3500204,3556602,183.745
610,3500204,3556800,187.119
611,3500204,3556909,154.23
612,3500204,3556958,208.919
613,3500204,3557105,149.2
614,3500204,3557154,96.143
615,3500204,3557204,296.263
616,3500303,3500402,45.931
617,3500303,3500501,97.585
618,3500303,3500600,163.579
619,3500303,3500758,248.979
620,3500303,3501004,141.242
621,3500303,3501152,210.878
622,3500303,3501608,117.676
623,3500303,3501707,163.688
624,3500303,3501905,103.991
625,3500303,3502002,73.774
626,3500303,3502200,318.042
627,3500303,3502309,208.026
628,3500303,3502507,331.516
629,3500303,3502754,207.407
630,3500303,3502903,223.389
631,3500303,3503000,282.517
632,3500303,3503208,156.158
633,3500303,3503307,88.276
634,3500303,3503406,268.153
635,3500303,3503604,254.541
636,3500303,3503703,258.925
637,3500303,3503802,71.122
638,3500303,3503901,243.064
639,3500303,3504107,163.553
640,3500303,3505203,201.022
641,3500303,3505302,188.369
642,3500303,3505500,284.947
643,3500303,3505609,179.944
644,3500303,3505708,213.308
645,3500303,3505906,172.748
646,3500303,3506102,238.846
647,3500303,3506359,348.926
648,3500303,3506607,289.13
649,3500303,3506706,191.394
650,3500303,3506805,180.21
651,3500303,3506904,288.172
652,3500303,3507001,216.673
653,3500303,3507100,177.589
654,3500303,3507308,222.428
655,3500303,3507506,230.916
656,3500303,3507605,146.08
657,3500303,3507803,181.53
658,3500303,3507902,126.654
659,3500303,3508009,367.136
660,3500303,3508207,280.735
661,3500303,3508405,176.45
662,3500303,3508504,271.993
663,3500303,3508702,101.644
664,3500303,3509007,179.3
665,3500303,3509205,175.97
666,3500303,3509403,106.601
667,3500303,3509452,321.015
668,3500303,3509502,98.359
669,3500303,3509601,174.784
670,3500303,3509700,342.465
671,3500303,3510104,234.189
672,3500303,3510203,336.368
673,3500303,3510302,230.873
674,3500303,3510401,164.305
675,3500303,3510500,343.378
676,3500303,3510609,204.709
677,3500303,3510807,34.736
678,3500303,3510906,109.08
679,3500303,3511508,206.81
680,3500303,3511607,220.161
681,3500303,3511706,134.744
682,3500303,3512001,265.467
683,3500303,3512209,62.98
684,3500303,3512308,222.135
685,3500303,3512407,96.847
686,3500303,3512704,85.004
687,3500303,3512803,95.658
688,3500303,3513009,230.488
689,3500303,3513108,133.93
690,3500303,3513207,237.16
691,3500303,3513504,291.814
692,3500303,3513702,86.204
693,3500303,3513801,228.555
694,3500303,3513900,84.647
695,3500303,3514007,195.25
696,3500303,3514106,160.668
697,3500303,3514304,160.069
698,3500303,3514601,173.699
699,3500303,3514908,153.601
700,3500303,3514957,284.201
701,3500303,3515004,215.043
702,3500303,3515103,243.376
703,3500303,3515152,73.961
704,3500303,3515186,59.833
705,3500303,3515608,239.678
706,3500303,3515707,243.796
707,3500303,3516200,218.165
708,3500303,3516309,177.401
709,3500303,3516408,174.092
710,3500303,3516853,189.494
711,3500303,3517406,294.892
712,3500303,3517703,246.853
713,3500303,3518305,248.712
714,3500303,3518404,339.406
715,3500303,3518503,282.097
716,3500303,3518602,187.562
717,3500303,3518701,320.33
718,3500303,3518800,216.118
719,3500303,3518859,158.214
720,3500303,3519055,76.056
721,3500303,3519071,114.693
722,3500303,3519303,130.951
723,3500303,3519600,234.474
724,3500303,3519709,253.024
725,3500303,3520004,196.427
726,3500303,3520103,295.21
727,3500303,3520202,221.574
728,3500303,3520301,377.743
729,3500303,3520509,140.498
730,3500303,3521002,232.472
731,3500303,3521101,122.395
732,3500303,3521309,257.911
733,3500303,3521408,122.242
734,3500303,3522000,215.334
735,3500303,3522109,348.207
736,3500303,3522208,225.998
737,3500303,3522307,273.734
738,3500303,3522505,216.943
739,3500303,3522604,78.495
740,3500303,3522703,233.597
741,3500303,3522901,201.236
742,3500303,3523107,239.801
743,3500303,3523305,341.811
744,3500303,3523404,129.762
745,3500303,3523503,272.146
746,3500303,3523602,100.729
747,3500303,3523701,186.605
748,3500303,3523800,49.679
749,3500303,3523909,176.877
750,3500303,3524006,149.248
751,3500303,3524105,250.234
752,3500303,3524204,262.174
753,3500303,3524303,195.276
754,3500303,3524402,240.042
755,3500303,3524709,76.029
756,3500303,3524907,276.001
757,3500303,3525003,213.591
758,3500303,3525102,180.257
759,3500303,3525201,157.281
760,3500303,3525300,178.264
761,3500303,3525409,261.156
762,3500303,3525508,223.113
763,3500303,3525854,201.888
764,3500303,3525904,146.163
765,3500303,3526100,309.777
766,3500303,3526209,265.329
767,3500303,3526407,201.561
768,3500303,3526704,43.255
769,3500303,3526803,249.138
770,3500303,3526902,103.712
771,3500303,3527009,96.141
772,3500303,3527306,133.131
773,3500303,3527603,122.711
774,3500303,3528007,217.416
775,3500303,3528403,210.672
776,3500303,3528502,192.454
777,3500303,3529302,190.848
778,3500303,3529401,251.945
779,3500303,3529708,292.132
780,3500303,3529807,177.279
781,3500303,3529906,308.772
782,3500303,3530508,72.288
783,3500303,3530607,269.15
784,3500303,3530706,29.028
785,3500303,3530805,49.994
786,3500303,3530904,166.321
787,3500303,3531100,334.994
788,3500303,3531209,116.994
789,3500303,3531308,216.319
790,3500303,3531506,259.183
791,3500303,3531704,294.433
792,3500303,3531803,135.623
793,3500303,3531902,231.562
794,3500303,3532009,150.164
795,3500303,3532058,186.909
796,3500303,3532306,363.577
797,3500303,3532405,186.579
798,3500303,3532900,198.899
799,3500303,3533403,125.695
800,3500303,3533601,208.945
801,3500303,3534302,207.895
802,3500303,3534401,205.186
803,3500303,3535101,270.194
804,3500303,3535606,294.462
805,3500303,3535705,275.786
806,3500303,3536109,265.507
807,3500303,3536307,192.784
808,3500303,3536505,109.373
809,3500303,3536703,213.576
810,3500303,3536802,158.29
811,3500303,3537008,266.589
812,3500303,3537107,95.32
813,3500303,3537206,353.544
814,3500303,3537503,218.585
815,3500303,3537602,359.897
816,3500303,3537800,237.48
817,3500303,3537909,253.769
818,3500303,3538006,318.019
819,3500303,3538105,254.864
820,3500303,3538204,139.497
821,3500303,3538501,278.106
822,3500303,3538600,204.039
823,3500303,3538709,154.974
824,3500303,3539004,260.843
825,3500303,3539103,204.073
826,3500303,3539301,40.466
827,3500303,3539509,213.864
828,3500303,3539806,250.936
829,3500303,3540200,198.855
830,3500303,3540507,268.62
831,3500303,3540606,184.823
832,3500303,3540705,72.569
833,3500303,3540754,331.406
834,3500303,3540903,162.683
835,3500303,3541000,301.424
836,3500303,3541059,232.081
837,3500303,3541653,259.579
838,3500303,3542107,168.367
839,3500303,3542305,322.829
840,3500303,3542602,374.894
841,3500303,3542701,213.069
842,3500303,3542909,145.921
843,3500303,3543105,244.885
844,3500303,3543253,350.658
845,3500303,3543303,282.571
846,3500303,3543402,157.192
847,3500303,3543600,285.494
848,3500303,3543709,174.274
849,3500303,3543907,106.212
850,3500303,3544004,153.686
851,3500303,3544103,283.792
852,3500303,3544301,323.151
853,3500303,3544905,198.475
854,3500303,3545001,286.994
855,3500303,3545159,166.944
856,3500303,3545209,151.596
857,3500303,3545308,221.759
858,3500303,3545605,238.96
859,3500303,3545803,139.658
860,3500303,3546009,259.184
861,3500303,3546207,61.587
862,3500303,3546256,124.555
863,3500303,3546306,57.916
864,3500303,3546504,202.363
865,3500303,3546702,115.737
866,3500303,3546801,224.56
867,3500303,3546900,175.198
868,3500303,3547007,160.53
869,3500303,3547304,191.18
870,3500303,3547502,94.776
871,3500303,3547601,91.296
872,3500303,3547809,276.109
873,3500303,3547908,132.991
874,3500303,3548005,75.608
875,3500303,3548104,66.924
876,3500303,3548203,324.839
877,3500303,3548500,318.524
878,3500303,3548609,236.367
879,3500303,3548708,279.934
880,3500303,3548807,221.626
881,3500303,3548906,124.361
882,3500303,3549102,31.375
883,3500303,3549409,230.631
884,3500303,3549508,225.722
885,3500303,3549706,61.698
886,3500303,3549904,268.17
887,3500303,3549953,242.137
888,3500303,3550100,216.437
889,3500303,3550209,281.508
890,3500303,3550308,218.024
891,3500303,3550407,152.035
892,3500303,3550605,227.835
893,3500303,3550704,394.994
894,3500303,3550803,80.27
895,3500303,3550902,112.975
896,3500303,3551009,292.257
897,3500303,3551108,257.83
898,3500303,3551405,137.86
899,3500303,3551504,152.397
900,3500303,3551603,103.11
901,3500303,3551702,180.88
902,3500303,3551801,343.835
903,3500303,3551900,272.887
904,3500303,3552106,117.594
905,3500303,3552205,193.618
906,3500303,3552403,124.412
907,3500303,3552502,260.657
908,3500303,3552700,204.834
909,3500303,3552809,217.523
910,3500303,3553104,225.356
911,3500303,3553203,217.247
912,3500303,3553302,91.405
913,3500303,3553500,284.263
914,3500303,3553609,84.963
915,3500303,3553658,215.923
916,3500303,3553708,217.426
917,3500303,3554003,244.468
918,3500303,3554102,305.25
919,3500303,3554409,241.714
920,3500303,3554508,183.613
921,3500303,3554656,273.062
922,3500303,3554706,141.454
923,3500303,3554755,185.634
924,3500303,3554805,298.333
925,3500303,3554953,126.621
926,3500303,3556206,114.017
927,3500303,3556354,191.944
928,3500303,3556404,46.514
929,3500303,3556453,231.874
930,3500303,3556503,156.207
931,3500303,3556701,126.755
932,3500303,3556800,224.173
933,3500303,3556909,230.488
934,3500303,3557006,207.379
935,3500303,3557303,32.966
936,3500402,3500501,132.415
937,3500402,3500600,198.542
938,3500402,3500758,283.81
939,3500402,3501004,165.561
940,3500402,3501152,245.708
941,3500402,3501608,152.507
942,3500402,3501707,207.494
943,3500402,3501905,138.821
944,3500402,3502002,117.58
945,3500402,3502309,251.832
946,3500402,3502507,366.346
947,3500402,3502754,242.237
948,3500402,3502903,258.219
949,3500402,3503000,309.369
950,3500402,3503208,199.964
951,3500402,3503307,122.293
952,3500402,3503802,105.951
953,3500402,3503901,277.894
954,3500402,3504107,198.383
955,3500402,3505302,232.175
956,3500402,3505609,223.75
957,3500402,3505708,248.138
958,3500402,3505906,197.067
959,3500402,3506102,282.652
960,3500402,3506359,383.756
961,3500402,3506607,323.96
962,3500402,3506706,235.2
963,3500402,3506805,224.016
964,3500402,3506904,323.002
965,3500402,3507001,251.503
966,3500402,3507100,212.419
967,3500402,3507506,274.722
968,3500402,3507605,180.91
969,3500402,3507803,210.703
970,3500402,3507902,170.46
971,3500402,3508207,324.541
972,3500402,3508405,211.28
973,3500402,3508504,306.823
974,3500402,3508603,275.675
975,3500402,3508702,62.485
976,3500402,3509007,214.13
977,3500402,3509205,210.8
978,3500402,3509403,130.92
979,3500402,3509502,133.189
980,3500402,3509601,209.614
981,3500402,3509700,244.906
982,3500402,3509957,273.427
983,3500402,3510302,265.703
984,3500402,3510401,191.286
985,3500402,3510500,378.208
986,3500402,3510609,239.539
987,3500402,3510807,61.524
988,3500402,3510906,133.399
989,3500402,3511508,236.308
990,3500402,3511607,249.659
991,3500402,3511706,178.55
992,3500402,3512209,97.809
993,3500402,3512308,251.633
994,3500402,3512407,140.653
995,3500402,3512704,155.923
996,3500402,3512803,130.489
997,3500402,3513009,265.318
